	Title	Movie Url	Year	Certificate	Genre	Runtime	Metascore	Rating	Description	Director	Stars	Votes	Gross	Movie Poster
46	Touch of Evil	https://www.imdb.com/title/tt0052311/	1958	PG13	['Crime', ' Drama', ' Film-Noir']	95.0	99.0	8.0	A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town.	Orson Welles	['Charlton Heston', 'Orson Welles', 'Janet Leigh', 'Joseph Calleia']	106514.0	2240000.0	https://m.media-amazon.com/images/M/MV5BOTA1MjA3M2EtMmJjZS00OWViLTkwMTEtM2E5ZDk0NTAyNGJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg
47	Blazing Saddles	https://www.imdb.com/title/tt0071230/	1974	PG	['Comedy', ' Western']	93.0	73.0	7.7	In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.	Mel Brooks	['Cleavon Little', 'Gene Wilder', 'Slim Pickens', 'Harvey Korman']	143460.0	119500000.0	https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR1,0,140,209_AL_.jpg
48	Blow-Up	https://www.imdb.com/title/tt0060176/	1966	NC16	['Drama', ' Mystery', ' Thriller']	111.0	82.0	7.5	A fashion photographer unknowingly captures a death on film after following two lovers in a park.	Michelangelo Antonioni	['David Hemmings', 'Vanessa Redgrave', 'Sarah Miles', 'John Castle']	64484.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BMjYzMDI1Y2UtNjIyNC00NDU0LTllMzQtYzM0OTQ2NjU0YWE3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
49	The Spy Who Loved Me	https://www.imdb.com/title/tt0076752/	1977	PG	['Action', ' Adventure', ' Thriller']	125.0	55.0	7.0	James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.	Lewis Gilbert	['Roger Moore', 'Barbara Bach', 'Curd Jürgens', 'Richard Kiel']	111636.0	46800000.0	https://m.media-amazon.com/images/M/MV5BZDJhOTgyMTUtMDVhOS00MzRlLTk0MjYtYjI5NzhhMTExMTc1XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX140_CR0,0,140,209_AL_.jpg
50	Jaws	https://www.imdb.com/title/tt0073195/	1975	PG	['Adventure', ' Thriller']	124.0	87.0	8.1	When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.	Steven Spielberg	['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary']	619017.0	260000000.0	https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
51	The French Connection	https://www.imdb.com/title/tt0067116/	1971	NC16	['Action', ' Crime', ' Drama']	104.0	94.0	7.7	A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.	William Friedkin	['Gene Hackman', 'Roy Scheider', 'Fernando Rey', 'Tony Lo Bianco']	126724.0	15630000.0	https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UY209_CR4,0,140,209_AL_.jpg
52	The Exorcist	https://www.imdb.com/title/tt0070047/	1973	(Banned)	['Horror']	122.0	81.0	8.1	When a 12 year old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.	William Friedkin	['Ellen Burstyn', 'Max von Sydow', 'Linda Blair', 'Lee J. Cobb']	417435.0	232910000.0	https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
53	Who's Afraid of Virginia Woolf?	https://www.imdb.com/title/tt0061184/	1966	PG	['Drama']	131.0	75.0	8.0	A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.	Mike Nichols	['Elizabeth Taylor', 'Richard Burton', 'George Segal', 'Sandy Dennis']	77007.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BYzczM2VlNmQtODc3OS00MWEyLWI2ODItN2Y3YTliNTI4ZDhlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
54	Giant	https://www.imdb.com/title/tt0049261/	1956	G	['Drama', ' Western']	201.0	84.0	7.6	Sprawling epic covering the life of a Texas cattle rancher and his family and associates.	George Stevens	['Elizabeth Taylor', 'Rock Hudson', 'James Dean', 'Carroll Baker']	40319.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BMDQwOWQ0OGItNjJjYi00YzVjLTk4NmUtYzQ0NzUwZGY3NDZjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
55	Das Boot	https://www.imdb.com/title/tt0082096/	1981	PG	['Drama', ' War']	149.0	86.0	8.4	A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.	Wolfgang Petersen	['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch']	254337.0	11490000.0	https://m.media-amazon.com/images/M/MV5BNDBjMWUxNTUtNjZiNi00YzJhLTgzNzUtMTRiY2FkZmMzYTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg
56	8½	https://www.imdb.com/title/tt0056801/	1963	PG	['Drama']	138.0	93.0	8.0	A harried movie director retreats into his memories and fantasies.	Federico Fellini	['Marcello Mastroianni', 'Anouk Aimée', 'Claudia Cardinale', 'Sandra Milo']	120542.0	50000.0	https://m.media-amazon.com/images/M/MV5BNTkzZTZjOTgtYjgzMS00MTdkLWE2NDAtNTVmM2I3MGYyM2I0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
57	La dolce vita	https://www.imdb.com/title/tt0053779/	1960	PG	['Comedy', ' Drama']	174.0	95.0	8.0	A series of stories following a week in the life of a philandering tabloid journalist living in Rome.	Federico Fellini	['Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée', 'Yvonne Furneaux']	75079.0	19520000.0	https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg
58	Rocky	https://www.imdb.com/title/tt0075148/	1976	PG	['Drama', ' Sport']	120.0	70.0	8.1	A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.	John G. Avildsen	['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']	593409.0	117240000.0	https://m.media-amazon.com/images/M/MV5BNTBkMjg2MjYtYTZjOS00ODQ0LTg0MDEtM2FiNmJmOGU1NGEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
59	Annie Hall	https://www.imdb.com/title/tt0075686/	1977	PG	['Comedy', ' Romance']	93.0	92.0	8.0	Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.	Woody Allen	['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']	269367.0	39200000.0	https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
60	Serpico	https://www.imdb.com/title/tt0070666/	1973	NC16	['Biography', ' Crime', ' Drama']	130.0	81.0	7.7	An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.	Sidney Lumet	['Al Pacino', 'John Randolph', 'Jack Kehoe', 'Biff McGuire']	126949.0	29800000.0	https://m.media-amazon.com/images/M/MV5BOTRkNjg3YzQtNGE3NC00M2U1LTg1ODItNmM3ZjMyOTYzYjEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
61	Dr. No	https://www.imdb.com/title/tt0055928/	1962	PG	['Action', ' Adventure', ' Thriller']	110.0	78.0	7.2	A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.	Terence Young	['Sean Connery', 'Ursula Andress', 'Bernard Lee', 'Joseph Wiseman']	171639.0	16070000.0	https://m.media-amazon.com/images/M/MV5BNWNjNGU5ZjUtMzc0MC00MWY5LTkxMGUtMjcxZmM2MDYzYzQ4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
62	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	https://www.imdb.com/title/tt0057012/	1964	PG	['Comedy', ' War']	95.0	97.0	8.4	An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.	Stanley Kubrick	['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn']	497719.0	280000.0	https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg
63	Patton	https://www.imdb.com/title/tt0066206/	1970	PG	['Biography', ' Drama', ' War']	172.0	86.0	7.9	The World War II phase of the career of controversial American general George S. Patton.	Franklin J. Schaffner	['George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong']	104462.0	61700000.0	https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
64	Monty Python and the Holy Grail	https://www.imdb.com/title/tt0071853/	1975	PG	['Adventure', ' Comedy', ' Fantasy']	91.0	91.0	8.2	King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.	Terry Gilliam	['Terry Jones', 'Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam']	549001.0	1230000.0	https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg
65	Life of Brian	https://www.imdb.com/title/tt0079470/	1979	(Banned)	['Comedy']	94.0	77.0	8.0	Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.	Terry Jones	['Graham Chapman', 'John Cleese', 'Michael Palin', 'Terry Gilliam']	406562.0	20050000.0	https://m.media-amazon.com/images/M/MV5BMDA1ZWI4ZDItOTRlYi00OTUxLWFlNWQtMzM5NDI0YjA4ZGI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
66	The Parent Trap	https://www.imdb.com/title/tt0055277/	1961	PG	['Comedy', ' Family', ' Romance']	129.0	73.0	7.2	Teenage twin sisters swap places and scheme to reunite their divorced parents.	David Swift	"['Hayley Mills', ""Maureen O'Hara"", 'Brian Keith', 'Charles Ruggles']"	22541.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BMzc1N2VhOTctMzVjZi00NWEyLTk2N2QtOWFjZDExOTBkODBjXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UX140_CR0,0,140,209_AL_.jpg
67	The Blues Brothers	https://www.imdb.com/title/tt0080455/	1980	PG	['Action', ' Adventure', ' Comedy']	133.0	60.0	7.9	Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.	John Landis	['John Belushi', 'Dan Aykroyd', 'Cab Calloway', 'John Candy']	204775.0	57230000.0	https://m.media-amazon.com/images/M/MV5BYTdlMDExOGUtN2I3MS00MjY5LWE1NTAtYzc3MzIxN2M3OWY1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg
68	Young Frankenstein	https://www.imdb.com/title/tt0072431/	1974	PG	['Comedy']	106.0	83.0	8.0	An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.	Mel Brooks	['Gene Wilder', 'Madeline Kahn', 'Marty Feldman', 'Peter Boyle']	161979.0	86300000.0	https://m.media-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_UX140_CR0,0,140,209_AL_.jpg
69	The Great Escape	https://www.imdb.com/title/tt0057115/	1963	PG	['Adventure', ' Drama', ' History']	172.0	86.0	8.2	Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.	John Sturges	['Steve McQueen', 'James Garner', 'Richard Attenborough', 'Charles Bronson']	248310.0	12100000.0	https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX140_CR0,0,140,209_AL_.jpg
70	Bullitt	https://www.imdb.com/title/tt0062765/	1968	PG	['Action', ' Crime', ' Thriller']	114.0	81.0	7.4	An all-guts, no-glory San Francisco cop becomes determined to find the underworld kingpin that killed the witness in his protection.	Peter Yates	['Steve McQueen', 'Jacqueline Bisset', 'Robert Vaughn', 'Don Gordon']	71568.0	42300000.0	https://m.media-amazon.com/images/M/MV5BMGRjYzhmMGUtZjAyNy00NDkwLWI2ZmItMzJjYmYwM2JkYjkzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg
72	Live and Let Die	https://www.imdb.com/title/tt0070328/	1973	PG	['Action', ' Adventure', ' Thriller']	121.0	55.0	6.7	James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.	Guy Hamilton	['Roger Moore', 'Yaphet Kotto', 'Jane Seymour', 'Clifton James']	110601.0	35380000.0	https://m.media-amazon.com/images/M/MV5BMzY0M2MzODYtZDU5Yy00YTg2LWJmMGQtNmY1OWZiYjlmNzY0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR0,0,140,209_AL_.jpg
73	Raiders of the Lost Ark	https://www.imdb.com/title/tt0082971/	1981	PG	['Action', ' Adventure']	115.0	85.0	8.4	In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.	Steven Spielberg	['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies']	980340.0	248160000.0	https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_UY209_CR1,0,140,209_AL_.jpg
74	The Wizard of Oz	https://www.imdb.com/title/tt0032138/	1939	G	['Adventure', ' Family', ' Fantasy']	102.0	92.0	8.1	Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.	Victor Fleming	['George Cukor', 'Mervyn LeRoy', 'Norman Taurog', 'Richard Thorpe', 'King Vidor', 'Judy Garland', 'Frank Morgan', 'Ray Bolger', 'Bert Lahr']	407773.0	2080000.0	https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UY209_CR0,0,140,209_AL_.jpg
75	Lolita	https://www.imdb.com/title/tt0056193/	1962	PG	['Crime', ' Drama', ' Romance']	153.0	79.0	7.5	A middle-aged college professor becomes infatuated with a fourteen-year-old girl.	Stanley Kubrick	['James Mason', 'Shelley Winters', 'Sue Lyon', 'Gary Cockrell']	104297.0	9250000.0	https://m.media-amazon.com/images/M/MV5BZTlmODM0ZTgtY2NkZS00Y2ZmLTkxMzktMTE4ZDg2NzNmNDkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
76	From Here to Eternity	https://www.imdb.com/title/tt0045793/	1953	PG	['Drama', ' Romance', ' War']	118.0	85.0	7.6	At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair.	Fred Zinnemann	['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr', 'Donna Reed']	48543.0	30500000.0	https://m.media-amazon.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UY209_CR0,0,140,209_AL_.jpg
77	Mr. Smith Goes to Washington	https://www.imdb.com/title/tt0031679/	1939	PG	['Comedy', ' Drama']	129.0	73.0	8.1	A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.	Frank Capra	['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold']	117115.0	9600000.0	https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
78	West Side Story	https://www.imdb.com/title/tt0055614/	1961	PG	['Crime', ' Drama', ' Musical']	153.0	86.0	7.6	Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.	Jerome Robbins	['Robert Wise', 'Natalie Wood', 'George Chakiris', 'Richard Beymer', 'Russ Tamblyn']	116898.0	43660000.0	https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_UX140_CR0,0,140,209_AL_.jpg
79	Rebel Without a Cause	https://www.imdb.com/title/tt0048545/	1955	PG	['Drama']	111.0	89.0	7.6	A rebellious young man with a troubled past comes to a new town, finding friends and enemies.	Nicholas Ray	['James Dean', 'Natalie Wood', 'Sal Mineo', 'Jim Backus']	93191.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BYzk2ZDU3MmMtMDBmMi00YWIyLTkxM2YtZjg3MzgyOTAzZjg0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
80	Mildred Pierce	https://www.imdb.com/title/tt0037913/	1945	PG	['Crime', ' Drama', ' Film-Noir']	111.0	88.0	7.9	A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.	Michael Curtiz	['Joan Crawford', 'Jack Carson', 'Zachary Scott', 'Eve Arden']	26987.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BNzljY2U2MDItYWE3Yi00OWE3LWEyMjQtMGNkZmJjNDE0NDJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg
81	Cat on a Hot Tin Roof	https://www.imdb.com/title/tt0051459/	1958	PG	['Drama']	108.0	84.0	7.9	Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.	Richard Brooks	['Elizabeth Taylor', 'Paul Newman', 'Burl Ives', 'Jack Carson']	51043.0	17570000.0	https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX140_CR0,0,140,209_AL_.jpg
82	Halloween	https://www.imdb.com/title/tt0077651/	1978	NC16	['Horror', ' Thriller']	91.0	87.0	7.7	Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.	John Carpenter	['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran', 'Nancy Kyes']	286971.0	47000000.0	https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
83	The Magnificent Seven	https://www.imdb.com/title/tt0054047/	1960	PG	['Action', ' Adventure', ' Drama']	128.0	74.0	7.7	Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.	John Sturges	['Yul Brynner', 'Steve McQueen', 'Charles Bronson', 'Eli Wallach']	97568.0	4910000.0	https://m.media-amazon.com/images/M/MV5BMzYyNzU0MTM1OF5BMl5BanBnXkFtZTcwMzE1ODE1NA@@._V1_UX140_CR0,0,140,209_AL_.jpg
84	The Sound of Music	https://www.imdb.com/title/tt0059742/	1965	G	['Biography', ' Drama', ' Family']	172.0	63.0	8.1	A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.	Robert Wise	['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn']	242628.0	163210000.0	https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR3,0,140,209_AL_.jpg
85	On the Waterfront	https://www.imdb.com/title/tt0047296/	1954	PG	['Crime', ' Drama', ' Thriller']	108.0	91.0	8.1	An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.	Elia Kazan	['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger']	157769.0	9600000.0	https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg
86	The Birds	https://www.imdb.com/title/tt0056869/	1963	PG	['Drama', ' Horror', ' Mystery']	119.0	90.0	7.6	A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.	Alfred Hitchcock	['Rod Taylor', 'Tippi Hedren', 'Jessica Tandy', 'Suzanne Pleshette']	194171.0	11400000.0	https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx._V1_UX140_CR0,0,140,209_AL_.jpg
87	One Hundred and One Dalmatians	https://www.imdb.com/title/tt0055254/	1961	PG	['Animation', ' Adventure', ' Comedy']	79.0	83.0	7.3	When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement.	Clyde Geronimi	"['Hamilton Luske', 'Wolfgang Reitherman', 'Rod Taylor', 'Betty Lou Gerson', ""J. Pat O'Malley"", 'Martha Wentworth']"	172735.0	144880000.0	https://m.media-amazon.com/images/M/MV5BZGMyMjE4OGUtNGZmMC00YzdmLThkMWYtZWIzMmEzNjA4MzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
