	Title	Movie Url	Year	Certificate	Genre	Runtime	Metascore	Rating	Description	Director	Stars	Votes	Gross	Movie Poster
2571	ParaNorman	https://www.imdb.com/title/tt1623288/	2012	PG	['Animation', ' Adventure', ' Comedy']	92.0	72.0	7.0	A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.	Chris Butler	['Sam Fell', 'Kodi Smit-McPhee', 'Anna Kendrick', 'Christopher Mintz-Plasse', 'Tucker Albrizzi']	105309.0	56000000.0	https://m.media-amazon.com/images/M/MV5BMjA1OTU1NDM3N15BMl5BanBnXkFtZTcwMjYxNTg0Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2572	The Congress	https://www.imdb.com/title/tt1821641/	2013	M18	['Animation', ' Drama', ' Sci-Fi']	122.0	63.0	6.4	An aging, out-of-work actress accepts one last job, though the consequences of her decision affect her in ways she didn't consider.	Ari Folman	['Robin Wright', 'Harvey Keitel', 'Jon Hamm', 'Kodi Smit-McPhee']	19191.0	140000.0	https://m.media-amazon.com/images/M/MV5BMjE5MTUzNDk3M15BMl5BanBnXkFtZTgwMTUwNTQ5MTE@._V1_UY209_CR1,0,140,209_AL_.jpg
2573	Get the Gringo	https://www.imdb.com/title/tt1567609/	2012	M18	['Action', ' Drama', ' Thriller']	96.0	60.0	6.9	A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a young boy.	Adrian Grunberg	['Mel Gibson', 'Kevin Balmore', 'Daniel Giménez Cacho', 'Jesús Ochoa']	109506.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BY2I4ZDcxMDctZTkwZC00YWFmLTkxZDQtZGNkYTQ5YTlmZWI0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY209_CR2,0,140,209_AL_.jpg
2574	The Watch	https://www.imdb.com/title/tt1298649/	2012	M18	['Comedy', ' Sci-Fi']	102.0	36.0	5.7	Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.	Akiva Schaffer	['Ben Stiller', 'Vince Vaughn', 'Jonah Hill', 'Billy Crudup']	129981.0	35350000.0	https://m.media-amazon.com/images/M/MV5BMjU5MzI1NTk1MV5BMl5BanBnXkFtZTcwMzk5NzY5Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2575	The Last Stand	https://www.imdb.com/title/tt1549920/	2013	NC16	['Action', ' Thriller', ' Western']	107.0	54.0	6.3	The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.	Jee-woon Kim	['Arnold Schwarzenegger', 'Forest Whitaker', 'Johnny Knoxville', 'Rodrigo Santoro']	140951.0	12050000.0	https://m.media-amazon.com/images/M/MV5BODc4NjI0OTYwNl5BMl5BanBnXkFtZTcwOTYwODQ3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg
2576	Premium Rush	https://www.imdb.com/title/tt1547234/	2012	PG13	['Action', ' Crime', ' Thriller']	91.0	66.0	6.5	In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.	David Koepp	['Joseph Gordon-Levitt', 'Michael Shannon', 'Dania Ramirez', 'Sean Kennedy']	115889.0	20280000.0	https://m.media-amazon.com/images/M/MV5BNzkxNjAwMDkwOF5BMl5BanBnXkFtZTcwMTQ1NDkwOA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2577	To Rome with Love	https://www.imdb.com/title/tt1859650/	2012	PG13	['Comedy', ' Music', ' Romance']	112.0	54.0	6.3	The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.	Woody Allen	['Woody Allen', 'Penélope Cruz', 'Jesse Eisenberg', 'Elliot Page']	89096.0	16690000.000000002	https://m.media-amazon.com/images/M/MV5BMTcwNTg4MDMxM15BMl5BanBnXkFtZTcwNjAzMzY3Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2578	Epic	https://www.imdb.com/title/tt0848537/	2013	PG	['Animation', ' Action', ' Adventure']	102.0	52.0	6.6	A teenager finds herself transported to a deep forest setting where a battle between the forces of good and evil is taking place. She bands together with a ragtag group of characters to save their world--and ours.	Chris Wedge	['Amanda Seyfried', 'Josh Hutcherson', 'Beyoncé', 'Colin Farrell']	107117.0	107520000.0	https://m.media-amazon.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_UY209_CR1,0,140,209_AL_.jpg
2579	Hick	https://www.imdb.com/title/tt1205558/	2011	R	['Comedy', ' Drama']	99.0	28.0	5.6	A Nebraska teen gets more than she bargained for when she sets out for the bright lights of Las Vegas.	Derick Martini	['Chloë Grace Moretz', 'Blake Lively', 'Rory Culkin', 'Eddie Redmayne']	20231.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BNTUxNzU1NzE1Nl5BMl5BanBnXkFtZTcwNTQ0MTE2Nw@@._V1_UY209_CR3,0,140,209_AL_.jpg
2580	Stuck in Love	https://www.imdb.com/title/tt2205697/	2012	M18	['Comedy', ' Drama', ' Romance']	97.0	49.0	7.2	An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.	Josh Boone	['Greg Kinnear', 'Jennifer Connelly', 'Lily Collins', 'Nat Wolff']	89357.0	80000.0	https://m.media-amazon.com/images/M/MV5BMTU1NzI5MDU3OV5BMl5BanBnXkFtZTcwNTE0NDMzOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg
2581	Deadfall	https://www.imdb.com/title/tt1667310/	2012	M18	['Crime', ' Drama', ' Thriller']	95.0	52.0	6.2	Two siblings decide to fend for themselves in the wake of a botched casino heist and their unlikely reunion during another family's Thanksgiving celebration.	Stefan Ruzowitzky	['Eric Bana', 'Olivia Wilde', 'Charlie Hunnam', 'Sissy Spacek']	39987.0	70000.0	https://m.media-amazon.com/images/M/MV5BMTM3ODIwODYxOF5BMl5BanBnXkFtZTcwNTU5MjcxOA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2582	Jack the Giant Slayer	https://www.imdb.com/title/tt1351685/	2013	PG13	['Action', ' Adventure', ' Fantasy']	114.0	51.0	6.2	The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.	Bryan Singer	['Nicholas Hoult', 'Stanley Tucci', 'Ewan McGregor', 'Bill Nighy']	142012.0	65190000.0	https://m.media-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2583	Killing Them Softly	https://www.imdb.com/title/tt1764234/	2012	R	['Crime', ' Drama', ' Thriller']	97.0	64.0	6.2	Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.	Andrew Dominik	['Brad Pitt', 'Ray Liotta', 'Richard Jenkins', 'Scoot McNairy']	147766.0	15030000.0	https://m.media-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_UY209_CR1,0,140,209_AL_.jpg
2584	Red Dawn	https://www.imdb.com/title/tt1234719/	2012	PG13	['Action', ' Drama']	93.0	31.0	5.3	A group of teenagers look to save their town from an invasion of North Korean soldiers.	Dan Bradley	['Chris Hemsworth', 'Isabel Lucas', 'Josh Hutcherson', 'Josh Peck']	78563.0	44810000.0	https://m.media-amazon.com/images/M/MV5BOGJkOWNjYmQtMjgzMi00NTUxLTk2M2MtZjJjMGZlZTgyZGI5XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY209_CR5,0,140,209_AL_.jpg
2585	Dead Man Down	https://www.imdb.com/title/tt2101341/	2013	NC16	['Action', ' Crime', ' Drama']	118.0	39.0	6.4	In New York City, a crime lord's right-hand man is helped by a woman seeking retribution.	Niels Arden Oplev	['Colin Farrell', 'Noomi Rapace', 'Dominic Cooper', 'Terrence Howard']	68882.0	10880000.0	https://m.media-amazon.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2586	Passion	https://www.imdb.com/title/tt1829012/	2012	M18	['Adventure', ' Drama', ' Mystery']	102.0	53.0	5.3	The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.	Brian De Palma	['Rachel McAdams', 'Noomi Rapace', 'Karoline Herfurth', 'Paul Anderson']	23514.0	90000.0	https://m.media-amazon.com/images/M/MV5BMjMwOTg4NjQ0MV5BMl5BanBnXkFtZTcwMTkzMDg2OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2587	The Paperboy	https://www.imdb.com/title/tt1496422/	2012	R	['Crime', ' Drama', ' Mystery']	107.0	45.0	5.7	A reporter returns to his Florida hometown to investigate a case involving a death row inmate.	Lee Daniels	['Matthew McConaughey', 'Nicole Kidman', 'John Cusack', 'Zac Efron']	38386.0	690000.0	https://m.media-amazon.com/images/M/MV5BMTcxMzI3OTQ5MF5BMl5BanBnXkFtZTcwMzA0NzcxOA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2588	Holy Motors	https://www.imdb.com/title/tt2076220/	2012	R21	['Drama', ' Fantasy']	115.0	84.0	7.0	"A man boards a limousine to be driven to his day's work: nine mysterious ""appointments."""	Leos Carax	['Denis Lavant', 'Edith Scob', 'Eva Mendes', 'Kylie Minogue']	47352.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BODk2MDc4MDk2OF5BMl5BanBnXkFtZTcwMTcyODY1OA@@._V1_UY209_CR1,0,140,209_AL_.jpg
2589	Mama	https://www.imdb.com/title/tt2023587/	2013	NC16	['Fantasy', ' Horror', ' Thriller']	100.0	57.0	6.2	After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.	Andy Muschietti	['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse']	184934.0	71630000.0	https://m.media-amazon.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_UX140_CR0,0,140,209_AL_.jpg
2590	All Is Lost	https://www.imdb.com/title/tt2017038/	2013	PG13	['Action', ' Adventure', ' Drama']	106.0	87.0	6.9	After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.	J.C. Chandor	['Robert Redford']	81757.0	6260000.0	https://m.media-amazon.com/images/M/MV5BMjI0MzIyMjU1N15BMl5BanBnXkFtZTgwOTk1MjQxMDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2591	Alex Cross	https://www.imdb.com/title/tt1712170/	2012	NC16	['Action', ' Crime', ' Mystery']	101.0	30.0	5.1	A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.	Rob Cohen	['Tyler Perry', 'Matthew Fox', 'Rachel Nichols', 'Edward Burns']	34687.0	25890000.0	https://m.media-amazon.com/images/M/MV5BMjE1MDE0NjUyMV5BMl5BanBnXkFtZTcwNjQzNjg5Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2592	Europa Report	https://www.imdb.com/title/tt2051879/	2013	PG	['Adventure', ' Drama', ' Mystery']	97.0	68.0	6.4	An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.	Sebastián Cordero	['Sharlto Copley', 'Michael Nyqvist', 'Christian Camargo', 'Embeth Davidtz']	72742.0	130000.0	https://m.media-amazon.com/images/M/MV5BMjA2OTk5ODkxMl5BMl5BanBnXkFtZTcwODc4MDk0OQ@@._V1_UY209_CR3,0,140,209_AL_.jpg
2593	Beautiful Creatures	https://www.imdb.com/title/tt1559547/	2013	PG13	['Drama', ' Fantasy', ' Romance']	124.0	52.0	6.1	Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town.	Richard LaGravenese	['Alice Englert', 'Viola Davis', 'Emma Thompson', 'Alden Ehrenreich']	89135.0	19450000.0	https://m.media-amazon.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2594	The Cold Light of Day	https://www.imdb.com/title/tt1366365/	2012	PG13	['Action', ' Thriller']	93.0	22.0	4.9	After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.	Mabrouk El Mechri	['Henry Cavill', 'Bruce Willis', 'Sigourney Weaver', 'Verónica Echegui']	38261.0	3750000.0	https://m.media-amazon.com/images/M/MV5BMTQzODQ4NjAxMF5BMl5BanBnXkFtZTcwMzAwNjM0Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2595	Hodejegerne	https://www.imdb.com/title/tt1614989/	2011	M18	['Action', ' Crime', ' Thriller']	100.0	72.0	7.5	An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.	Morten Tyldum	['Aksel Hennie', 'Synnøve Macody Lund', 'Nikolaj Coster-Waldau', 'Julie R. Ølgaard']	104013.0	1200000.0	https://m.media-amazon.com/images/M/MV5BMjE4OTgzOTI2Nl5BMl5BanBnXkFtZTcwMjM5MDg0Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2596	Empire State	https://www.imdb.com/title/tt2171867/	2013	M18	['Action', ' Crime', ' Thriller']	94.0	60.53288543140028	5.2	Two childhood friends plan to rob an armored-car depository, but an NYPD officer stands in their way.	Dito Montiel	['Liam Hemsworth', 'Michael Angarano', 'Dwayne Johnson', 'Paul Ben-Victor']	22246.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BNzlkMGY4ODAtZTgwNi00ZDlmLTk5YTMtYjkzZjRhZDhmMmM0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
2597	I Give It a Year	https://www.imdb.com/title/tt2244901/	2013	M18	['Comedy', ' Romance']	97.0	50.0	5.7	Newlywed couple Nat and Josh are deliriously happy despite their differences, though friends and family aren't convinced that they can last. With their first anniversary approaching and attractive alternatives in the mix, can they last?	Dan Mazer	['Rose Byrne', 'Rafe Spall', 'Alex Macqueen', 'Stephen Merchant']	38065.0	30000.0	https://m.media-amazon.com/images/M/MV5BMTg5NDk4MTUwNl5BMl5BanBnXkFtZTcwMDU5MTc4OQ@@._V1_UY209_CR3,0,140,209_AL_.jpg
2598	The Man with the Iron Fists	https://www.imdb.com/title/tt1258972/	2012	M18	['Action']	95.0	51.0	5.4	On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.	RZA	['Russell Crowe', 'Cung Le', 'Lucy Liu', 'RZA']	63399.0	15630000.0	https://m.media-amazon.com/images/M/MV5BMTg5ODI3ODkzOV5BMl5BanBnXkFtZTcwMTQxNjUwOA@@._V1_UX140_CR0,0,140,209_AL_.jpg
2599	Texas Chainsaw 3D	https://www.imdb.com/title/tt1572315/	2013	R	['Horror', ' Thriller']	92.0	60.53288543140028	4.8	A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.	John Luessenhop	['Alexandra Daddario', 'Tania Raymonde', 'Scott Eastwood', 'Trey Songz']	53176.0	34340000.0	https://m.media-amazon.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2600	Anchorman 2: The Legend Continues	https://www.imdb.com/title/tt1229340/	2013	NC16	['Comedy']	119.0	61.0	6.3	With the 1970s behind him, San Diego's former top-rated newsreader, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.	Adam McKay	['Will Ferrell', 'Christina Applegate', 'Paul Rudd', 'Steve Carell']	185858.0	127350000.0	https://m.media-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2601	RoboCop	https://www.imdb.com/title/tt1234721/	2014	PG13	['Action', ' Crime', ' Sci-Fi']	117.0	52.0	6.1	In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.	José Padilha	['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton', 'Abbie Cornish']	232497.0	58610000.0	https://m.media-amazon.com/images/M/MV5BMjAyOTUzMTcxN15BMl5BanBnXkFtZTgwMjkyOTc1MDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2602	Snowpiercer	https://www.imdb.com/title/tt1706620/	2013	NC16	['Action', ' Drama', ' Sci-Fi']	126.0	84.0	7.1	In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.	Bong Joon Ho	['Chris Evans', 'Jamie Bell', 'Tilda Swinton', 'Ed Harris']	369160.0	4560000.0	https://m.media-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@._V1_UY209_CR0,0,140,209_AL_.jpg
2603	Nymphomaniac: Vol. I	https://www.imdb.com/title/tt1937390/	2013	PG	['Drama']	117.0	64.0	6.9	A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating.	Lars von Trier	['Charlotte Gainsbourg', 'Stellan Skarsgård', 'Stacy Martin', 'Shia LaBeouf']	126945.0	790000.0	https://m.media-amazon.com/images/M/MV5BMjA3Njc5MjI5Ml5BMl5BanBnXkFtZTgwNTY3Mjg3MDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2604	The Secret Life of Walter Mitty	https://www.imdb.com/title/tt0359950/	2013	PG	['Adventure', ' Comedy', ' Drama']	114.0	54.0	7.3	When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined.	Ben Stiller	['Ben Stiller', 'Kristen Wiig', 'Jon Daly', 'Kathryn Hahn']	324721.0	58240000.0	https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2605	47 Ronin	https://www.imdb.com/title/tt1335975/	2013	PG13	['Action', ' Drama', ' Fantasy']	128.0	28.0	6.2	A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun.	Carl Rinsch	['Keanu Reeves', 'Hiroyuki Sanada', 'Ko Shibasaki', 'Tadanobu Asano']	163981.0	38360000.0	https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_UX140_CR0,0,140,209_AL_.jpg
2606	The Wolf of Wall Street	https://www.imdb.com/title/tt0993846/	2013	R	['Biography', ' Comedy', ' Crime']	180.0	75.0	8.2	Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.	Martin Scorsese	['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey']	1447863.0	116900000.0	https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2607	300: Rise of an Empire	https://www.imdb.com/title/tt1253863/	2014	M18	['Action', ' Drama']	102.0	48.0	6.2	Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.	Noam Murro	['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Hans Matheson']	306476.0	106580000.0	https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_UY209_CR0,0,140,209_AL_.jpg
2608	The Book Thief	https://www.imdb.com/title/tt0816442/	2013	PG	['Drama', ' War']	131.0	53.0	7.5	While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.	Brian Percival	['Sophie Nélisse', 'Geoffrey Rush', 'Emily Watson', 'Ben Schnetzer']	138246.0	21490000.0	https://m.media-amazon.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_UX140_CR0,0,140,209_AL_.jpg
2609	Ender's Game	https://www.imdb.com/title/tt1731141/	2013	PG	['Action', ' Adventure', ' Sci-Fi']	114.0	51.0	6.6	Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.	Gavin Hood	['Harrison Ford', 'Asa Butterfield', 'Hailee Steinfeld', 'Abigail Breslin']	245341.0	61740000.0	https://m.media-amazon.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2610	The Hunger Games: Catching Fire	https://www.imdb.com/title/tt1951264/	2013	PG13	['Action', ' Adventure', ' Sci-Fi']	146.0	76.0	7.5	Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.	Francis Lawrence	['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Philip Seymour Hoffman']	678742.0	424670000.0	https://m.media-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_UY209_CR0,0,140,209_AL_.jpg
2611	Million Dollar Arm	https://www.imdb.com/title/tt1647668/	2014	PG	['Biography', ' Drama', ' Sport']	124.0	56.0	7.0	A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.	Craig Gillespie	['Jon Hamm', 'Aasif Mandvi', 'Alan Arkin', 'Suraj Sharma']	46794.0	36450000.0	https://m.media-amazon.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_UY209_CR0,0,140,209_AL_.jpg
